gpt-4,Extraversion,0.0
gpt-4,Agreeableness,0.0
gpt-4,Conscientiousness,0.0
gpt-4,Neuroticism,0.8660254037844386
gpt-4,Openness,0.0
chatgpt,Extraversion,1.0690449676496976
chatgpt,Agreeableness,0.6998542122237652
chatgpt,Conscientiousness,0.0
chatgpt,Neuroticism,1.0
chatgpt,Openness,1.0690449676496976
llama3-8b,Extraversion,1.9364916731037085
llama3-8b,Agreeableness,1.9116278371205837
llama3-8b,Conscientiousness,1.7708197167232473
llama3-8b,Neuroticism,1.3919410907075054
llama3-8b,Openness,1.4000000000000001
llama3-70b,Extraversion,0.0
llama3-70b,Agreeableness,0.0
llama3-70b,Conscientiousness,0.0
llama3-70b,Neuroticism,0.0
llama3-70b,Openness,0.3
mixtral,Extraversion,0.0
mixtral,Agreeableness,0.3142696805273545
mixtral,Conscientiousness,0.0
mixtral,Neuroticism,0.0
mixtral,Openness,0.3
mistral-7b,Extraversion,0.0
mistral-7b,Agreeableness,0.3142696805273545
mistral-7b,Conscientiousness,0.0
mistral-7b,Neuroticism,1.3169567191065923
mistral-7b,Openness,0.6
mixtral-large,Extraversion,0.0
mixtral-large,Agreeableness,0.49690399499995325
mixtral-large,Conscientiousness,0.3142696805273545
mixtral-large,Neuroticism,0.5
mixtral-large,Openness,0.39999999999999997
glm4,Extraversion,0.0
glm4,Agreeableness,0.0
glm4,Conscientiousness,0.0
glm4,Neuroticism,0.8660254037844386
glm4,Openness,0.6666666666666666
qwen-turbo,Extraversion,0.0
qwen-turbo,Agreeableness,0.0
qwen-turbo,Conscientiousness,0.0
qwen-turbo,Neuroticism,0.0
qwen-turbo,Openness,0.0
